device_changed,location_changed,time_since_registration,order_value,orders_last_30min,failed_mpin_count_24hr,login_count_today,label,category
False,False,740,19000.97,3,1,4,normal,
False,False,1206,36492.82,3,1,2,normal,
False,False,647,36434.55,2,1,5,normal,
False,False,64,38386.46,4,0,4,normal,
False,False,1236,8363.46,0,0,5,normal,
False,False,1913,35336.26,4,0,2,normal,
False,False,703,9505.15,0,0,1,normal,
False,False,419,9966.01,4,0,4,normal,
False,False,1544,10716.99,3,0,1,normal,
False,False,1244,3881.2,4,1,5,normal,
False,False,453,3566.16,2,0,3,normal,
False,False,1533,38957.31,4,1,3,normal,
False,False,808,32838.68,1,0,1,normal,
False,False,431,26791.82,0,1,5,normal,
False,False,1742,39029.53,1,0,5,normal,
False,False,1968,12404.52,4,0,3,normal,
False,False,854,9010.18,2,1,3,normal,
False,False,729,8055.63,1,1,3,normal,
False,False,1916,19388.18,1,1,3,normal,
True,False,1437,13377.92,11,0,1,anomaly,unusual_trading_velocity
False,False,1368,20075.23,1,0,3,normal,
False,False,440,29496.03,4,0,1,normal,
False,False,1799,32743.55,1,0,5,normal,
False,False,1326,5743.65,4,0,2,normal,
False,False,1861,3809.89,2,1,5,normal,
False,False,877,39014.16,4,1,4,normal,
False,False,976,14914.28,3,0,5,normal,
False,False,1500,29293.46,0,1,1,normal,
False,False,325,11967.07,0,0,2,normal,
False,False,1650,27050.49,1,0,2,normal,
True,False,267,24323.99,4,1,3,normal,
False,False,1952,23303.33,4,1,4,normal,
False,False,1333,67111.88,0,5,1,anomaly,failed_mpin_then_large_order
False,False,487,12935.43,4,0,1,normal,
False,False,627,15098.96,4,1,2,normal,
False,False,1396,24691.71,1,1,2,normal,
False,False,858,32754.83,2,1,3,normal,
False,False,547,4589.71,0,0,5,normal,
False,False,1597,39916.53,1,1,4,normal,
False,False,1871,20405.9,2,1,2,normal,
False,False,430,25185.53,2,1,2,normal,
False,False,35,22399.73,2,0,1,normal,
True,False,1522,4975.74,1,1,3,normal,
False,False,105,22264.28,0,0,5,normal,
False,False,1656,9957.17,1,1,4,normal,
False,False,1849,13315.9,3,1,5,normal,
False,False,205,8192.18,2,1,3,normal,
False,True,803,21728.53,0,1,3,normal,
False,False,1652,30475.94,2,0,3,normal,
False,False,1922,28659.88,3,0,4,normal,
False,False,957,10148.82,2,1,4,normal,
False,False,41,11720.14,4,0,3,normal,
False,False,833,33660.45,3,0,2,normal,
False,False,1185,21217.39,0,0,2,normal,
False,True,1127,19132.9,2,1,4,anomaly,impossible_location_change
False,True,119,21092.99,0,1,3,anomaly,impossible_location_change
False,False,1311,3387.29,4,1,4,normal,
False,False,214,1262.15,3,1,5,normal,
True,False,679,6358.79,1,1,4,normal,
False,False,14,13424.97,4,1,5,normal,
False,False,965,30029.94,4,1,4,normal,
True,False,534,26930.62,2,0,2,normal,
False,False,1989,30614.71,4,1,2,normal,
False,False,765,5947.03,3,0,3,normal,
False,False,24,27130.92,1,1,4,normal,
False,False,1291,3520.26,0,0,5,normal,
False,False,1958,18010.41,1,0,5,normal,
False,False,384,33706.79,4,1,5,normal,
False,False,726,4919.49,1,1,5,normal,
False,False,1976,14171.0,2,0,2,normal,
False,False,1479,31956.11,1,0,1,normal,
False,False,537,13644.26,0,0,4,normal,
False,False,1046,6972.23,3,0,4,normal,
False,False,42,18553.24,3,0,1,normal,
False,False,1792,24081.17,4,1,2,normal,
False,False,643,11364.94,3,1,5,normal,
False,False,405,33226.76,2,1,1,normal,
False,False,1870,5842.47,1,0,3,normal,
False,False,378,34549.14,1,0,5,normal,
False,False,720,26790.97,3,0,3,normal,
True,True,1152,13583.48,2,0,2,anomaly,impossible_location_change
False,False,1952,32701.84,1,0,1,normal,
False,False,345,33984.58,0,1,5,normal,
True,True,1295,157850.06,2,1,1,anomaly,account_takeover
False,False,887,30786.39,4,1,5,normal,
True,False,46,1907.32,21,1,1,anomaly,unusual_trading_velocity
False,False,277,7797.49,4,1,5,normal,
True,False,1436,787.85,3,1,2,normal,
False,False,755,18750.91,3,0,2,normal,
False,False,1900,16820.12,3,1,2,normal,
False,False,173,5079.47,4,0,1,normal,
False,False,45,13283.41,4,0,3,normal,
False,False,551,23193.19,3,1,1,normal,
False,False,912,23028.37,4,1,3,normal,
False,False,1355,23959.65,2,0,4,normal,
True,False,1887,14400.15,2,1,2,normal,
False,False,1528,22935.46,3,1,4,normal,
False,False,363,23908.91,1,0,5,normal,
False,False,571,12006.72,3,1,5,normal,
False,False,191,30458.56,3,0,4,normal,
False,False,348,39545.8,3,0,3,normal,
False,False,312,14625.13,0,1,5,normal,
False,False,893,6978.56,3,1,2,normal,
False,False,126,28443.09,3,0,4,normal,
False,False,452,7858.03,1,0,5,normal,
False,False,422,36244.55,2,1,2,normal,
False,False,1715,17757.27,1,1,3,normal,
False,False,498,10492.82,3,1,3,normal,
False,False,1047,28479.98,4,1,1,normal,
False,False,1476,17849.68,2,0,2,normal,
False,False,62,31753.17,1,1,3,normal,
False,False,208,19723.7,2,0,5,normal,
False,False,726,3789.7,2,1,3,normal,
False,False,177,32276.34,4,0,3,normal,
False,False,719,21061.95,1,1,5,normal,
False,False,1662,162906.62,3,6,3,anomaly,failed_mpin_then_large_order
False,False,67,24274.96,3,1,1,normal,
False,False,1283,22053.83,2,1,2,normal,
False,False,1673,14599.85,1,1,3,normal,
False,False,1324,23750.74,3,0,1,normal,
False,False,1867,33921.1,0,1,3,normal,
False,False,33,15249.24,4,0,5,normal,
False,False,423,20347.76,3,1,2,normal,
False,False,1265,1928.8,4,1,5,normal,
False,False,1432,16826.17,0,0,2,normal,
False,False,1292,26516.32,0,0,4,normal,
False,False,650,15041.71,3,0,2,normal,
False,False,1034,20321.89,4,0,5,normal,
False,False,1087,21450.99,4,0,3,normal,
False,False,1119,30084.76,3,0,2,normal,
True,False,999,2432.24,10,0,2,anomaly,unusual_trading_velocity
True,False,1863,5043.78,16,0,1,anomaly,unusual_trading_velocity
True,False,1495,27607.58,1,1,3,normal,
False,False,1737,22505.04,2,0,5,normal,
False,False,1637,36357.92,3,0,2,normal,
False,False,217,9330.37,4,0,5,normal,
False,False,273,35803.41,4,1,3,normal,
False,False,95,12816.59,0,0,3,normal,
False,False,807,16214.3,4,0,1,normal,
True,False,1003,11584.88,3,0,3,normal,
False,False,1880,2725.65,0,0,1,normal,
False,True,1991,11407.92,2,1,1,normal,
True,False,727,2165.83,3,1,3,normal,
False,False,1878,35413.24,2,1,2,normal,
False,False,964,30858.38,0,0,1,normal,
False,False,296,30964.31,1,0,3,normal,
False,False,1,63230.64,0,1,1,anomaly,new_account_large_order
False,False,654,16790.83,2,0,3,normal,
False,False,894,6100.93,0,1,1,normal,
False,False,929,17917.57,0,0,1,normal,
False,False,1690,12840.02,1,0,4,normal,
False,False,1837,26424.83,0,0,3,normal,
False,False,947,17588.61,0,0,5,normal,
False,False,678,29293.07,3,0,1,normal,
True,False,957,6156.28,2,0,4,normal,
False,False,1923,22366.47,1,0,2,normal,
False,False,1262,25804.87,1,1,1,normal,
False,False,392,17096.96,4,0,5,normal,
False,False,628,38302.28,0,0,2,normal,
True,False,735,34764.85,1,0,1,normal,
False,False,459,9942.29,3,0,1,normal,
False,False,1215,33044.03,1,0,2,normal,
False,False,1832,30521.69,1,1,3,normal,
False,False,121,20984.31,1,1,2,normal,
False,False,366,25791.51,3,0,2,normal,
False,False,1479,35553.83,3,0,5,normal,
False,False,1142,4934.26,2,1,2,normal,
False,False,1310,27793.86,2,1,4,normal,
False,False,599,11094.09,4,1,5,normal,
False,False,1681,28339.42,3,0,1,normal,
False,False,1522,12819.57,0,0,2,normal,
False,False,161,17593.29,0,1,1,normal,
False,False,1769,33184.19,1,0,1,normal,
False,False,903,15885.64,4,1,5,normal,
True,False,1058,24354.91,2,0,2,normal,
False,False,722,19123.32,2,0,5,normal,
False,False,1743,5741.87,0,0,3,normal,
True,False,1104,146159.19,1,0,1,anomaly,account_takeover
False,False,458,17324.46,4,1,2,normal,
False,False,423,34493.63,4,0,3,normal,
True,False,1108,35585.22,0,1,3,normal,
False,False,1175,16628.37,1,1,5,normal,
False,False,442,946.24,1,1,3,normal,
False,False,1910,13685.21,0,0,1,normal,
False,False,1384,7167.24,4,0,5,normal,
False,False,22,5182.53,2,1,5,normal,
False,False,1330,11899.15,0,1,4,normal,
True,False,1335,36978.88,2,1,4,normal,
False,False,1625,6597.42,1,1,4,normal,
False,False,1856,18419.29,1,0,2,normal,
False,False,887,26391.67,0,0,2,normal,
False,False,1170,4459.19,2,0,1,normal,
True,False,1674,25890.43,3,1,2,normal,
False,False,760,26495.75,0,1,4,normal,
False,False,1129,19922.01,4,0,4,normal,
False,False,772,746.76,0,0,3,normal,
True,False,513,120734.46,2,4,1,anomaly,failed_mpin_then_large_order
False,False,821,10478.43,21,0,3,anomaly,unusual_trading_velocity
False,False,1776,3478.76,0,1,5,normal,
False,False,1207,20051.56,4,1,3,normal,
False,False,441,28625.31,4,1,3,normal,
False,False,1696,884.46,0,1,3,normal,
False,False,422,37290.13,2,1,1,normal,
False,False,1331,20305.14,1,0,2,normal,
False,False,28,27088.49,0,0,1,normal,
False,False,1369,26837.34,0,0,4,normal,
False,False,584,35878.47,4,1,4,normal,
False,False,1089,13448.21,3,1,4,normal,
False,False,333,36137.58,3,0,2,normal,
False,False,1426,21509.72,1,0,1,normal,
False,False,793,30769.2,1,1,4,normal,
False,False,64,22324.73,4,0,5,normal,
True,False,1776,18399.47,0,0,3,normal,
False,False,736,13920.23,0,1,2,normal,
False,False,875,27356.19,3,1,5,normal,
False,False,1244,19503.01,4,0,1,normal,
True,False,1849,36351.7,0,0,5,normal,
False,False,686,22851.34,0,0,2,normal,
False,False,1574,2845.98,1,1,1,normal,
False,False,1182,21275.02,3,0,3,normal,
False,False,4,58515.09,3,1,1,anomaly,new_account_large_order
False,False,367,37087.63,4,1,1,normal,
False,False,344,17883.93,1,0,4,normal,
False,False,539,25480.07,0,0,1,normal,
False,False,348,16286.91,0,1,3,normal,
False,False,1925,3490.71,3,1,4,normal,
False,False,791,8484.89,3,1,3,normal,
False,False,1807,22312.09,0,0,4,normal,
False,False,1349,20118.95,0,1,1,normal,
False,False,1572,11227.3,2,0,2,normal,
False,False,168,34206.35,4,1,5,normal,
False,False,1182,38532.68,2,0,1,normal,
False,False,1844,22827.78,0,0,4,normal,
False,False,640,20052.22,1,0,2,normal,
False,False,1738,38264.96,2,0,3,normal,
False,False,1660,28844.52,2,0,1,normal,
False,False,996,28327.93,3,0,5,normal,
False,False,673,31096.41,3,1,2,normal,
False,False,1149,19275.13,0,1,2,normal,
False,False,892,27082.56,0,1,3,normal,
False,False,1114,1728.95,1,1,4,normal,
False,False,1037,15601.16,0,1,2,normal,
False,False,1689,36453.5,1,1,3,normal,
False,False,1146,14026.04,3,0,3,normal,
False,False,785,35882.54,3,1,2,normal,
False,False,1467,9751.04,4,0,2,normal,
False,False,1730,18655.75,2,0,2,normal,
False,False,853,16739.07,3,1,4,normal,
False,False,1482,23073.77,3,1,1,normal,
False,False,1758,22263.53,4,0,3,normal,
True,False,759,16804.66,3,0,4,normal,
False,False,1769,30967.65,2,1,3,normal,
False,False,1794,2029.62,3,0,2,normal,
True,False,1533,13204.76,2,1,3,normal,
False,False,983,19780.58,4,0,3,normal,
False,False,469,7740.68,4,0,1,normal,
False,False,566,30124.91,3,0,3,normal,
False,False,421,23077.16,3,1,4,normal,
False,False,216,33352.11,3,1,2,normal,
False,False,1532,5842.23,1,0,2,normal,
False,False,1811,6664.37,0,1,3,normal,
False,True,26,26219.75,2,0,2,normal,
False,False,309,29352.65,1,0,2,normal,
False,False,1807,3778.93,2,0,2,normal,
False,False,195,25419.51,1,1,2,normal,
False,False,97,26418.82,3,1,5,normal,
False,False,1857,8670.71,11,0,2,anomaly,unusual_trading_velocity
False,False,168,17279.8,0,0,1,normal,
False,False,446,28270.38,0,0,4,normal,
False,False,797,8690.27,2,1,3,normal,
False,False,1068,25804.56,0,1,2,normal,
False,False,534,28106.19,4,1,1,normal,
False,False,1707,23115.38,0,1,4,normal,
False,False,1574,1424.63,2,1,2,normal,
True,False,1718,1033.78,0,0,4,normal,
False,False,575,26323.31,4,0,1,normal,
False,False,697,23269.29,0,0,1,normal,
False,False,882,15722.63,2,1,2,normal,
False,False,519,6586.79,1,1,4,normal,
False,False,801,31141.73,1,1,1,normal,
False,False,1061,5232.97,1,1,5,normal,
False,False,1978,10013.46,4,0,1,normal,
False,False,96,23594.24,3,1,4,normal,
False,False,862,37838.03,2,1,2,normal,
False,False,384,3218.28,20,1,2,anomaly,unusual_trading_velocity
False,False,1607,1636.74,4,0,1,normal,
False,False,881,29417.53,4,0,4,normal,
True,False,424,12628.13,2,1,2,normal,
False,False,329,17763.21,4,0,5,normal,
False,False,549,31186.95,3,0,5,normal,
False,False,943,9336.52,3,1,4,normal,
False,False,1788,2819.9,2,0,4,normal,
False,False,1517,20697.38,2,1,3,normal,
False,False,276,6103.48,3,1,1,normal,
False,False,746,22762.23,3,1,1,normal,
False,False,278,1864.97,2,0,1,normal,
False,False,74,9993.24,0,0,5,normal,
False,False,214,5492.72,0,1,1,normal,
False,False,1400,38726.33,2,0,5,normal,
False,False,1688,22086.21,4,1,3,normal,
True,True,371,185806.37,3,1,1,anomaly,account_takeover
False,False,1133,5089.52,0,1,5,normal,
False,False,852,7413.4,0,0,1,normal,
False,False,258,39172.31,3,0,5,normal,
False,False,170,1698.84,0,1,5,normal,
False,False,646,1437.29,3,1,4,normal,
True,False,77,8316.34,22,0,3,anomaly,unusual_trading_velocity
False,False,1251,13828.68,2,0,5,normal,
False,False,605,20470.99,1,0,2,normal,
False,False,191,19591.19,1,0,5,normal,
False,False,429,27051.28,3,1,5,normal,
False,False,1921,2179.63,0,1,5,normal,
False,False,1026,39699.87,4,0,2,normal,
False,False,1510,2383.09,4,1,1,normal,
False,False,1663,12529.13,1,0,4,normal,
False,False,1666,23856.25,2,0,2,normal,
False,False,1397,7183.05,4,1,2,normal,
False,False,1010,18139.95,1,1,5,normal,
False,True,1582,20093.28,4,0,3,normal,
False,False,1376,3819.28,1,1,5,normal,
False,False,1100,23500.97,4,1,1,normal,
False,False,1356,38702.94,3,0,5,normal,
False,False,2,80618.04,3,0,3,anomaly,new_account_large_order
False,False,1211,38262.88,2,0,3,normal,
False,False,1625,29109.05,4,1,1,normal,
False,False,1116,20924.51,3,1,5,normal,
False,False,365,1066.59,0,0,4,normal,
False,False,1176,30631.0,4,0,3,normal,
False,False,1282,115955.85,2,7,1,anomaly,failed_mpin_then_large_order
False,False,817,26521.91,0,0,5,normal,
False,False,1953,16475.52,3,1,2,normal,
False,False,1309,13058.43,4,1,4,normal,
False,False,4,59277.91,3,0,2,anomaly,new_account_large_order
False,False,1498,14610.58,1,1,5,normal,
False,False,563,2596.87,0,0,4,normal,
False,False,1613,17268.31,2,0,3,normal,
False,False,540,38885.66,3,0,1,normal,
False,False,1255,22126.57,0,1,2,normal,
False,False,1829,36360.13,1,1,1,normal,
False,False,1043,39621.62,2,0,1,normal,
False,False,949,24579.48,1,0,3,normal,
False,False,1722,20206.44,1,1,1,normal,
False,False,1929,14248.85,4,0,3,normal,
